95.164.159.93 - - [07/Apr/2024:02:29:18 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 200 5289 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "95.164.159.93" response-time=0.006
99.250.177.58 - - [11/Apr/2024:00:53:29 +0000] "GET /static/core/images/data_collection.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.012
99.250.177.58 - - [11/Apr/2024:00:53:29 +0000] "GET /static/core/css/styles.css HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.014
99.250.177.58 - - [11/Apr/2024:00:53:29 +0000] "GET /static/core/images/parth.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.013
99.250.177.58 - - [11/Apr/2024:00:53:29 +0000] "GET /static/core/images/se_figma.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.016
99.250.177.58 - - [11/Apr/2024:00:53:29 +0000] "GET /static/core/images/de_processing.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.012
99.250.177.58 - - [11/Apr/2024:00:53:29 +0000] "GET /static/core/js/script.js HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.004
99.250.177.58 - - [11/Apr/2024:00:53:29 +0000] "GET /static/core/images/de_storage.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.003
99.250.177.58 - - [11/Apr/2024:00:53:29 +0000] "GET /static/core/images/de_opt.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.003
99.250.177.58 - - [11/Apr/2024:00:53:29 +0000] "GET /static/core/images/de_prot.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [11/Apr/2024:00:53:29 +0000] "GET /static/core/images/data_transformation.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.003
99.250.177.58 - - [11/Apr/2024:00:53:29 +0000] "GET /static/core/images/de_modeling.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.003
99.250.177.58 - - [11/Apr/2024:00:53:29 +0000] "GET /static/core/images/data_maintenance.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.001
104.28.196.199 - - [11/Apr/2024:00:55:15 +0000] "GET /static/core/support/Resume%20-%20Parth%20Patel.pdf HTTP/1.1" 200 105565 "https://www.parth-dataexpert.com/static/core/support/Resume%20-%20Parth%20Patel.pdf" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "104.28.196.199" response-time=0.006
